"Round Id";StartDate;EndDate;Game;"Info (Request Id)";"Balance Before Real";"Balance Before Bonus";"Bet Amount Real";"Bet Amount Bonus";"Win Amount Real";"Win Amount Bonus";"Balance After Real";"Balance After Bonus"
f3d8f5b6827dc84247417086006905;"2021-10-31 06:39:47";"2021-10-31 06:39:47";"Lucky Jack Tut";"<b>Game ID:</b> spinomenal_slot_machine_lucky_jack_tut<br/> <b>Round ID:</b> f3d8f5b6827dc84247417086006905<br/> <br />";17198.67;0;3;0;1.2;0;17196.87;0
f3d8f5b6827dc84247417086006703;"2021-10-31 06:39:45";"2021-10-31 06:39:45";"Lucky Jack Tut";"<b>Game ID:</b> spinomenal_slot_machine_lucky_jack_tut<br/> <b>Round ID:</b> f3d8f5b6827dc84247417086006703<br/> <br />";17201.67;0;3;0;0;0;17198.67;0
f3d8f5b6827dc84247417086006455;"2021-10-31 06:39:41";"2021-10-31 06:39:41";"Lucky Jack Tut";"<b>Game ID:</b> spinomenal_slot_machine_lucky_jack_tut<br/> <b>Round ID:</b> f3d8f5b6827dc84247417086006455<br/> <br />";17204.67;0;3;0;0;0;17201.67;0
f3d8f5b6827dc84247417086006227;"2021-10-31 06:39:38";"2021-10-31 06:39:38";"Lucky Jack Tut";"<b>Game ID:</b> spinomenal_slot_machine_lucky_jack_tut<br/> <b>Round ID:</b> f3d8f5b6827dc84247417086006227<br/> <br />";17207.67;0;3;0;0;0;17204.67;0
f3d8f5b6827dc84247417086005499;"2021-10-31 06:39:28";"2021-10-31 06:39:28";"Lucky Jack Tut";"<b>Game ID:</b> spinomenal_slot_machine_lucky_jack_tut<br/> <b>Round ID:</b> f3d8f5b6827dc84247417086005499<br/> <br />";17201.07;0;3;0;9.6;0;17207.67;0
invicta-225857841;"2021-10-30 16:22:53";"2021-10-30 16:22:53";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857841<br/> <br />";17204.27;0;3.2;0;0;0;17201.07;0
invicta-225857786;"2021-10-30 16:22:49";"2021-10-30 16:22:49";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857786<br/> <br />";17207.47;0;3.2;0;0;0;17204.27;0
invicta-225857718;"2021-10-30 16:22:45";"2021-10-30 16:22:45";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857718<br/> <br />";17210.67;0;3.2;0;0;0;17207.47;0
invicta-225857648;"2021-10-30 16:22:41";"2021-10-30 16:22:41";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857648<br/> <br />";17213.87;0;3.2;0;0;0;17210.67;0
invicta-225857583;"2021-10-30 16:22:37";"2021-10-30 16:22:37";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857583<br/> <br />";17217.07;0;3.2;0;0;0;17213.87;0
invicta-225857501;"2021-10-30 16:22:33";"2021-10-30 16:22:33";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857501<br/> <br />";17220.27;0;3.2;0;0;0;17217.07;0
invicta-225857268;"2021-10-30 16:22:16";"2021-10-30 16:22:16";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857268<br/> <br />";17193.07;0;3.2;0;30.4;0;17220.27;0
invicta-225857215;"2021-10-30 16:22:11";"2021-10-30 16:22:11";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857215<br/> <br />";17196.27;0;3.2;0;0;0;17193.07;0
invicta-225857139;"2021-10-30 16:22:07";"2021-10-30 16:22:07";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857139<br/> <br />";17199.47;0;3.2;0;0;0;17196.27;0
invicta-225857068;"2021-10-30 16:22:02";"2021-10-30 16:22:02";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225857068<br/> <br />";17202.67;0;3.2;0;0;0;17199.47;0
invicta-225856985;"2021-10-30 16:21:57";"2021-10-30 16:21:57";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856985<br/> <br />";17205.87;0;3.2;0;0;0;17202.67;0
invicta-225856905;"2021-10-30 16:21:53";"2021-10-30 16:21:53";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856905<br/> <br />";17207.47;0;3.2;0;1.6;0;17205.87;0
invicta-225856836;"2021-10-30 16:21:48";"2021-10-30 16:21:48";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856836<br/> <br />";17210.67;0;3.2;0;0;0;17207.47;0
invicta-225856718;"2021-10-30 16:21:39";"2021-10-30 16:21:39";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856718<br/> <br />";17210.67;0;3.2;0;3.2;0;17210.67;0
invicta-225856654;"2021-10-30 16:21:35";"2021-10-30 16:21:35";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856654<br/> <br />";17213.87;0;3.2;0;0;0;17210.67;0
invicta-225856482;"2021-10-30 16:21:23";"2021-10-30 16:21:23";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856482<br/> <br />";17203.95;0;3.2;0;13.12;0;17213.87;0
invicta-225856418;"2021-10-30 16:21:19";"2021-10-30 16:21:19";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856418<br/> <br />";17207.15;0;3.2;0;0;0;17203.95;0
invicta-225856274;"2021-10-30 16:21:09";"2021-10-30 16:21:09";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856274<br/> <br />";17210.35;0;3.2;0;0;0;17207.15;0
invicta-225856128;"2021-10-30 16:21:00";"2021-10-30 16:21:00";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856128<br/> <br />";17213.23;0;3.2;0;0.32;0;17210.35;0
invicta-225856066;"2021-10-30 16:20:56";"2021-10-30 16:20:56";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856066<br/> <br />";17216.43;0;3.2;0;0;0;17213.23;0
invicta-225856004;"2021-10-30 16:20:52";"2021-10-30 16:20:52";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225856004<br/> <br />";17219.63;0;3.2;0;0;0;17216.43;0
invicta-225855950;"2021-10-30 16:20:48";"2021-10-30 16:20:48";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855950<br/> <br />";17222.83;0;3.2;0;0;0;17219.63;0
invicta-225855884;"2021-10-30 16:20:45";"2021-10-30 16:20:45";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855884<br/> <br />";17226.03;0;3.2;0;0;0;17222.83;0
invicta-225855815;"2021-10-30 16:20:41";"2021-10-30 16:20:41";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855815<br/> <br />";17229.23;0;3.2;0;0;0;17226.03;0
invicta-225855758;"2021-10-30 16:20:37";"2021-10-30 16:20:37";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855758<br/> <br />";17232.43;0;3.2;0;0;0;17229.23;0
invicta-225855697;"2021-10-30 16:20:33";"2021-10-30 16:20:33";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855697<br/> <br />";17235.63;0;3.2;0;0;0;17232.43;0
invicta-225855597;"2021-10-30 16:20:26";"2021-10-30 16:20:26";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855597<br/> <br />";17238.83;0;3.2;0;0;0;17235.63;0
invicta-225855540;"2021-10-30 16:20:22";"2021-10-30 16:20:22";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855540<br/> <br />";17242.03;0;3.2;0;0;0;17238.83;0
invicta-225855474;"2021-10-30 16:20:17";"2021-10-30 16:20:17";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855474<br/> <br />";17245.23;0;3.2;0;0;0;17242.03;0
invicta-225855419;"2021-10-30 16:20:13";"2021-10-30 16:20:13";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855419<br/> <br />";17248.43;0;3.2;0;0;0;17245.23;0
invicta-225855343;"2021-10-30 16:20:09";"2021-10-30 16:20:09";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855343<br/> <br />";17251.63;0;3.2;0;0;0;17248.43;0
invicta-225855280;"2021-10-30 16:20:03";"2021-10-30 16:20:04";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855280<br/> <br />";17252.91;0;3.2;0;1.92;0;17251.63;0
invicta-225855224;"2021-10-30 16:19:59";"2021-10-30 16:19:59";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855224<br/> <br />";17256.11;0;3.2;0;0;0;17252.91;0
invicta-225855169;"2021-10-30 16:19:55";"2021-10-30 16:19:55";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855169<br/> <br />";17259.31;0;3.2;0;0;0;17256.11;0
invicta-225855078;"2021-10-30 16:19:48";"2021-10-30 16:19:48";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855078<br/> <br />";17256.75;0;3.2;0;5.76;0;17259.31;0
invicta-225855004;"2021-10-30 16:19:43";"2021-10-30 16:19:43";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225855004<br/> <br />";17258.67;0;3.2;0;1.28;0;17256.75;0
invicta-225854944;"2021-10-30 16:19:39";"2021-10-30 16:19:39";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225854944<br/> <br />";17261.87;0;3.2;0;0;0;17258.67;0
invicta-225854852;"2021-10-30 16:19:32";"2021-10-30 16:19:32";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225854852<br/> <br />";17260.27;0;3.2;0;4.8;0;17261.87;0
invicta-225854795;"2021-10-30 16:19:28";"2021-10-30 16:19:28";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225854795<br/> <br />";17263.47;0;3.2;0;0;0;17260.27;0
invicta-225854719;"2021-10-30 16:19:23";"2021-10-30 16:19:23";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225854719<br/> <br />";17266.67;0;3.2;0;0;0;17263.47;0
invicta-225854594;"2021-10-30 16:19:14";"2021-10-30 16:19:14";"Primate King";"<b>Game ID:</b> red_tiger_red_tiger_gaming_primate_king<br/> <b>Round ID:</b> invicta-225854594<br/> <br />";17260.27;0;3.2;0;9.6;0;17266.67;0
5:23939285:332332886;"2021-10-30 16:18:26";"2021-10-30 16:18:30";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332886<br/> <br />";17262.07;0;3;0;1.2;0;17260.27;0
5:23939285:332332842;"2021-10-30 16:18:21";"2021-10-30 16:18:21";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332842<br/> <br />";17265.07;0;3;0;0;0;17262.07;0
5:23939285:332332795;"2021-10-30 16:18:15";"2021-10-30 16:18:15";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332795<br/> <br />";17268.07;0;3;0;0;0;17265.07;0
5:23939285:332332725;"2021-10-30 16:18:07";"2021-10-30 16:18:11";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332725<br/> <br />";17269.87;0;3;0;1.2;0;17268.07;0
5:23939285:332332634;"2021-10-30 16:17:57";"2021-10-30 16:18:03";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332634<br/> <br />";17268.07;0;3;0;4.8;0;17269.87;0
5:23939285:332332528;"2021-10-30 16:17:46";"2021-10-30 16:17:53";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332528<br/> <br />";17265.97;0;3;0;5.1;0;17268.07;0
5:23939285:332332488;"2021-10-30 16:17:41";"2021-10-30 16:17:41";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332488<br/> <br />";17268.97;0;3;0;0;0;17265.97;0
5:23939285:332332438;"2021-10-30 16:17:36";"2021-10-30 16:17:36";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332438<br/> <br />";17271.97;0;3;0;0;0;17268.97;0
5:23939285:332332379;"2021-10-30 16:17:28";"2021-10-30 16:17:28";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332379<br/> <br />";17274.97;0;3;0;0;0;17271.97;0
5:23939285:332332293;"2021-10-30 16:17:19";"2021-10-30 16:17:24";"Twin Spin™ Megaways™ Touch";"<b>Game ID:</b> netent_twinspinmw_mobile_html_sw<br/> <b>Round ID:</b> 5:23939285:332332293<br/> <br />";17276.77;0;3;0;1.2;0;17274.97;0
p23939285:r2110301615391000008;"2021-10-30 16:15:39";"2021-10-30 16:15:39";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615391000008<br/> <br />";17279.77;0;3;0;0;0;17276.77;0
p23939285:r2110301615360800043;"2021-10-30 16:15:36";"2021-10-30 16:15:36";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615360800043<br/> <br />";17282.77;0;3;0;0;0;17279.77;0
p23939285:r2110301615340200016;"2021-10-30 16:15:34";"2021-10-30 16:15:34";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615340200016<br/> <br />";17285.77;0;3;0;0;0;17282.77;0
p23939285:r2110301615310500026;"2021-10-30 16:15:31";"2021-10-30 16:15:31";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615310500026<br/> <br />";17288.77;0;3;0;0;0;17285.77;0
p23939285:r2110301615290600003;"2021-10-30 16:15:29";"2021-10-30 16:15:29";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615290600003<br/> <br />";17291.77;0;3;0;0;0;17288.77;0
p23939285:r2110301615260200036;"2021-10-30 16:15:26";"2021-10-30 16:15:26";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615260200036<br/> <br />";17294.77;0;3;0;0;0;17291.77;0
p23939285:r2110301615240500008;"2021-10-30 16:15:24";"2021-10-30 16:15:24";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615240500008<br/> <br />";17297.77;0;3;0;0;0;17294.77;0
p23939285:r2110301615170900116;"2021-10-30 16:15:17";"2021-10-30 16:15:23";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615170900116<br/> <br />";17294.77;0;3;0;6;0;17297.77;0
p23939285:r2110301615110800010;"2021-10-30 16:15:11";"2021-10-30 16:15:17";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615110800010<br/> <br />";17287.27;0;3;0;10.5;0;17294.77;0
p23939285:r2110301615080500078;"2021-10-30 16:15:08";"2021-10-30 16:15:08";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615080500078<br/> <br />";17290.27;0;3;0;0;0;17287.27;0
p23939285:r2110301615041300022;"2021-10-30 16:15:04";"2021-10-30 16:15:04";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615041300022<br/> <br />";17293.27;0;3;0;0;0;17290.27;0
p23939285:r2110301615010200026;"2021-10-30 16:15:01";"2021-10-30 16:15:01";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301615010200026<br/> <br />";17296.27;0;3;0;0;0;17293.27;0
p23939285:r2110301614580300037;"2021-10-30 16:14:58";"2021-10-30 16:14:58";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614580300037<br/> <br />";17299.27;0;3;0;0;0;17296.27;0
p23939285:r2110301614530900057;"2021-10-30 16:14:53";"2021-10-30 16:14:53";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614530900057<br/> <br />";17302.27;0;3;0;0;0;17299.27;0
p23939285:r2110301614480300040;"2021-10-30 16:14:48";"2021-10-30 16:14:53";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614480300040<br/> <br />";17299.27;0;3;0;6;0;17302.27;0
p23939285:r2110301614450100011;"2021-10-30 16:14:46";"2021-10-30 16:14:46";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614450100011<br/> <br />";17302.27;0;3;0;0;0;17299.27;0
p23939285:r2110301614430500008;"2021-10-30 16:14:43";"2021-10-30 16:14:43";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614430500008<br/> <br />";17305.27;0;3;0;0;0;17302.27;0
p23939285:r2110301614401400015;"2021-10-30 16:14:40";"2021-10-30 16:14:40";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614401400015<br/> <br />";17308.27;0;3;0;0;0;17305.27;0
p23939285:r2110301614371100022;"2021-10-30 16:14:37";"2021-10-30 16:14:37";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614371100022<br/> <br />";17311.27;0;3;0;0;0;17308.27;0
p23939285:r2110301614341400022;"2021-10-30 16:14:34";"2021-10-30 16:14:34";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614341400022<br/> <br />";17314.27;0;3;0;0;0;17311.27;0
p23939285:r2110301614310200022;"2021-10-30 16:14:31";"2021-10-30 16:14:31";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614310200022<br/> <br />";17317.27;0;3;0;0;0;17314.27;0
p23939285:r2110301614280500034;"2021-10-30 16:14:28";"2021-10-30 16:14:28";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614280500034<br/> <br />";17320.27;0;3;0;0;0;17317.27;0
p23939285:r2110301614250400057;"2021-10-30 16:14:25";"2021-10-30 16:14:25";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614250400057<br/> <br />";17323.27;0;3;0;0;0;17320.27;0
p23939285:r2110301614221000079;"2021-10-30 16:14:22";"2021-10-30 16:14:22";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614221000079<br/> <br />";17326.27;0;3;0;0;0;17323.27;0
p23939285:r2110301614180500008;"2021-10-30 16:14:18";"2021-10-30 16:14:22";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614180500008<br/> <br />";17326.27;0;3;0;3;0;17326.27;0
p23939285:r2110301614130600070;"2021-10-30 16:14:13";"2021-10-30 16:14:17";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614130600070<br/> <br />";17326.27;0;3;0;3;0;17326.27;0
p23939285:r2110301614100900026;"2021-10-30 16:14:10";"2021-10-30 16:14:10";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614100900026<br/> <br />";17329.27;0;3;0;0;0;17326.27;0
p23939285:r2110301614071300049;"2021-10-30 16:14:07";"2021-10-30 16:14:07";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614071300049<br/> <br />";17332.27;0;3;0;0;0;17329.27;0
p23939285:r2110301614041300032;"2021-10-30 16:14:04";"2021-10-30 16:14:04";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301614041300032<br/> <br />";17335.27;0;3;0;0;0;17332.27;0
p23939285:r2110301613591000001;"2021-10-30 16:13:59";"2021-10-30 16:14:04";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613591000001<br/> <br />";17330.77;0;3;0;7.5;0;17335.27;0
p23939285:r2110301613541300012;"2021-10-30 16:13:54";"2021-10-30 16:13:58";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613541300012<br/> <br />";17330.02;0;3;0;3.75;0;17330.77;0
p23939285:r2110301613511500032;"2021-10-30 16:13:51";"2021-10-30 16:13:51";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613511500032<br/> <br />";17333.02;0;3;0;0;0;17330.02;0
p23939285:r2110301613460200120;"2021-10-30 16:13:46";"2021-10-30 16:13:46";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613460200120<br/> <br />";17336.02;0;3;0;0;0;17333.02;0
p23939285:r2110301613431400041;"2021-10-30 16:13:43";"2021-10-30 16:13:43";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613431400041<br/> <br />";17339.02;0;3;0;0;0;17336.02;0
p23939285:r2110301613380400009;"2021-10-30 16:13:38";"2021-10-30 16:13:43";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613380400009<br/> <br />";17331.52;0;3;0;10.5;0;17339.02;0
p23939285:r2110301613350200025;"2021-10-30 16:13:35";"2021-10-30 16:13:35";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613350200025<br/> <br />";17334.52;0;3;0;0;0;17331.52;0
p23939285:r2110301613301400022;"2021-10-30 16:13:30";"2021-10-30 16:13:30";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613301400022<br/> <br />";17337.52;0;3;0;0;0;17334.52;0
p23939285:r2110301613270500044;"2021-10-30 16:13:27";"2021-10-30 16:13:27";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613270500044<br/> <br />";17340.52;0;3;0;0;0;17337.52;0
p23939285:r2110301613240300056;"2021-10-30 16:13:24";"2021-10-30 16:13:24";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613240300056<br/> <br />";17343.52;0;3;0;0;0;17340.52;0
p23939285:r2110301613211300009;"2021-10-30 16:13:21";"2021-10-30 16:13:21";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613211300009<br/> <br />";17346.52;0;3;0;0;0;17343.52;0
p23939285:r2110301613161400031;"2021-10-30 16:13:16";"2021-10-30 16:13:16";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613161400031<br/> <br />";17349.52;0;3;0;0;0;17346.52;0
p23939285:r2110301613131300017;"2021-10-30 16:13:13";"2021-10-30 16:13:13";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613131300017<br/> <br />";17352.52;0;3;0;0;0;17349.52;0
p23939285:r2110301613091300077;"2021-10-30 16:13:09";"2021-10-30 16:13:12";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613091300077<br/> <br />";17351.77;0;3;0;3.75;0;17352.52;0
p23939285:r2110301613061300048;"2021-10-30 16:13:06";"2021-10-30 16:13:06";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110301613061300048<br/> <br />";17354.77;0;3;0;0;0;17351.77;0
